"","fixed_acidity","volatile_acidity","citric_acid","residual_sugar","chlorides","free_sulfur_dioxide","total_sulfur_dioxide","density","pH","sulphates","alcohol","score","citric.acid"
"2333",8.2,0.2,0.38,3.5,0.053,41,174,0.99306,3.22,0.41,11.6,5.81,0.38
"2334",7.5,0.41,0.23,14.8,0.054,28,174,0.99898,3.18,0.49,9.7,5.25,0.23
"2335",7.3,0.17,0.24,8.1,0.121,32,162,0.99508,3.17,0.38,10.4,8.25,0.24
"2336",6.5,0.18,0.33,1.4,0.029,35,138,0.99114,3.36,0.6,11.5,7.62,0.33
"2337",7.3,0.16,0.35,1.5,0.036,29,108,0.99342,3.27,0.51,10.2,6.78,0.35
"2338",6.4,0.16,0.37,1.5,0.037,27,109,0.99345,3.38,0.5,9.8,6.38,0.37
"2339",6.6,0.42,0.13,12.8,0.044,26,158,0.99772,3.24,0.47,9,5.75,0.13
"2340",5.8,0.3,0.12,1.6,0.036,57,163,0.99239,3.38,0.59,10.5,6.79,0.12
"2341",6.7,0.54,0.27,7.1,0.049,8,178,0.99502,3.16,0.38,9.4,4.73,0.27
"2342",6.7,0.54,0.27,7.1,0.049,8,178,0.99502,3.16,0.38,9.4,4.37,0.27
"2343",6.4,0.22,0.3,11.2,0.046,53,149,0.99479,3.21,0.34,10.8,5.74,0.3
"2344",6.8,0.23,0.3,1.7,0.043,19,95,0.99207,3.17,0.46,10.7,7.79,0.3
"2345",9,0.26,0.34,6.7,0.029,21,162,0.99497,3.08,0.5,10.6,6.54,0.34
"2346",6.5,0.23,0.25,17.3,0.046,15,110,0.99828,3.15,0.42,9.2,6.62,0.25
"2347",5.9,0.28,0.14,8.6,0.032,30,142,0.99542,3.28,0.44,9.5,6.6,0.14
"2348",5.9,0.28,0.14,8.6,0.032,30,142,0.99542,3.28,0.44,9.5,6.09,0.14
"2349",6.2,0.27,0.18,1.5,0.028,20,111,0.99228,3.41,0.5,10,5.83,0.18
"2350",9,0.29,0.34,12.1,0.03,34,177,0.99706,3.13,0.47,10.6,5.23,0.34
"2351",9,0.26,0.34,6.7,0.029,21,162,0.99497,3.08,0.5,10.6,6.19,0.34
"2352",8.9,0.27,0.34,10.7,0.029,19.5,166,0.99669,3.13,0.48,10.6,6,0.34
"2353",6.5,0.23,0.25,17.3,0.046,15,110,0.99828,3.15,0.42,9.2,6.08,0.25
"2354",6.9,0.32,0.3,1.8,0.036,28,117,0.99269,3.24,0.48,11,6.51,0.3
"2355",7.2,0.22,0.24,1.4,0.041,17,159,0.99196,3.25,0.53,11.2,6.51,0.24
"2356",6.7,0.5,0.38,7.5,0.046,26,175,0.99662,3.32,0.54,9.6,5.01,0.38
"2357",6.2,0.33,0.14,4.8,0.052,27,128,0.99475,3.21,0.48,9.4,5.53,0.14
"2358",6.3,0.26,0.42,7.1,0.045,62,209,0.99544,3.2,0.53,9.5,6.26,0.42
"2359",7.5,0.2,0.47,16.9,0.052,51,188,0.99944,3.09,0.62,9.3,5.94,0.47
"2360",6.2,0.33,0.14,4.8,0.052,27,128,0.99475,3.21,0.48,9.4,5.78,0.14
"2361",6.3,0.26,0.42,7.1,0.045,62,209,0.99544,3.2,0.53,9.5,6.46,0.42
"2362",6.6,0.36,0.52,11.3,0.046,8,110,0.9966,3.07,0.46,9.4,5.91,0.52
"2363",6.3,0.13,0.42,1.1,0.043,63,146,0.99066,3.13,0.72,11.2,7.78,0.42
"2364",6.4,0.15,0.44,1.2,0.043,67,150,0.9907,3.14,0.73,11.2,7.09,0.44
"2365",6.3,0.13,0.42,1.1,0.043,63,146,0.99066,3.13,0.72,11.2,7.78,0.42
"2366",7.6,0.23,0.64,12.9,0.033,54,170,0.998,3,0.53,8.8,5.31,0.64
"2367",6.4,0.15,0.44,1.2,0.043,67,150,0.9907,3.14,0.73,11.2,7.37,0.44
"2368",6.3,0.13,0.42,1.1,0.043,63,146,0.99066,3.13,0.72,11.2,7.38,0.42
"2369",5.7,0.255,0.65,1.2,0.079,17,137,0.99307,3.2,0.42,9.4,5.37,0.65
"2370",6.9,0.32,0.26,2.3,0.03,11,103,0.99106,3.06,0.42,11.1,6.07,0.26
"2371",6.9,0.28,0.22,10,0.052,36,131,0.99696,3.08,0.46,9.6,5.25,0.22
"2372",6.9,0.32,0.26,2.3,0.03,11,103,0.99106,3.06,0.42,11.1,6.1,0.26
"2373",5.7,0.255,0.65,1.2,0.079,17,137,0.99307,3.2,0.42,9.4,5.29,0.65
"2374",7.3,0.37,0.16,14.9,0.048,59,240,0.99902,3.13,0.45,8.9,5.06,0.16
"2375",6.9,0.21,0.24,1.8,0.021,17,80,0.98992,3.15,0.46,12.3,7.76,0.24
"2376",6.6,0.24,0.28,1.8,0.028,39,132,0.99182,3.34,0.46,11.4,5.13,0.28
"2377",6.8,0.28,0.36,7,0.043,60,207,0.99556,3.16,0.49,9.6,6.89,0.36
"2378",6.6,0.24,0.24,8.6,0.034,25,135,0.99582,3.33,0.59,10.3,6.01,0.24
"2379",6.6,0.24,0.28,1.8,0.028,39,132,0.99182,3.34,0.46,11.4,5.34,0.28
"2380",7,0.16,0.32,1.1,0.032,29,80,0.98972,3.23,0.36,12.1,6.64,0.32
"2381",7,0.14,0.28,1.3,0.026,10,56,0.99352,3.46,0.45,9.9,5.1,0.28
"2382",6.3,0.34,0.36,4.9,0.035,31,185,0.9946,3.15,0.49,9.7,5.25,0.36
"2383",6.8,0.26,0.24,1.9,0.043,70,154,0.99273,3.18,0.52,10.5,5.89,0.24
"2384",6.7,0.17,0.42,10.4,0.038,85,182,0.99628,3.04,0.44,8.9,6.28,0.42
"2385",6.5,0.27,0.4,10,0.039,74,227,0.99582,3.18,0.5,9.4,5.75,0.4
"2386",6.7,0.25,0.36,8.6,0.037,63,206,0.99553,3.18,0.5,9.6,5.68,0.36
"2387",5.8,0.3,0.27,1.7,0.014,45,104,0.98914,3.4,0.56,12.6,7.22,0.27
"2388",6.4,0.28,0.56,1.7,0.156,49,106,0.99354,3.1,0.37,9.2,6.74,0.56
"2389",7.7,0.3,0.26,18.95,0.053,36,174,0.99976,3.2,0.5,10.4,5.01,0.26
"2390",6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9,7.32,0.3
"2391",6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9,7.07,0.3
"2392",6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9,7.93,0.3
"2393",6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9,8,0.3
"2394",6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9,7.48,0.3
"2395",6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9,7.96,0.3
"2396",5.1,0.14,0.25,0.7,0.039,15,89,0.9919,3.22,0.43,9.2,6.99,0.25
"2397",6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9,7.45,0.3
"2398",7.2,0.615,0.1,1.4,0.068,25,154,0.99499,3.2,0.48,9.7,4.91,0.1
"2399",6.9,0.13,0.28,13.3,0.05,47,132,0.99655,3.34,0.42,10.1,6.95,0.28
"2400",6.7,0.34,0.3,8.5,0.059,24,152,0.99615,3.46,0.64,11,7.06,0.3
"2401",7.3,0.32,0.29,1.5,0.038,32,144,0.99296,3.2,0.55,10.8,5.08,0.29
"2402",6.3,0.21,0.29,11.7,0.048,49,147,0.99482,3.22,0.38,10.8,5.62,0.29
"2403",5.4,0.5,0.13,5,0.028,12,107,0.99079,3.48,0.88,13.5,7.24,0.13
"2404",8.2,0.52,0.34,1.2,0.042,18,167,0.99366,3.24,0.39,10.6,5.68,0.34
"2405",7.8,0.28,0.31,2.1,0.046,28,208,0.99434,3.23,0.64,9.8,5.64,0.31
"2406",6.4,0.22,0.34,1.4,0.023,56,115,0.98958,3.18,0.7,11.7,6.66,0.34
"2407",7.8,0.28,0.31,2.1,0.046,28,208,0.99434,3.23,0.64,9.8,5.55,0.31
"2408",6.9,0.32,0.27,16,0.034,58,185,0.99938,3.34,0.6,9,6.27,0.27
"2409",6.8,0.11,0.42,1.1,0.042,51,132,0.99059,3.18,0.74,11.3,7.85,0.42
"2410",6.2,0.26,0.32,15.3,0.031,64,185,0.99835,3.31,0.61,9.4,5.23,0.32
"2411",6.4,0.22,0.34,1.4,0.023,56,115,0.98958,3.18,0.7,11.7,6.09,0.34
"2412",6.7,0.3,0.29,2.8,0.025,37,107,0.99159,3.31,0.63,11.3,7.71,0.29
"2413",6.7,0.3,0.29,2.8,0.025,37,107,0.99159,3.31,0.63,11.3,7.8,0.29
"2414",7.1,0.2,0.3,0.9,0.019,4,28,0.98931,3.2,0.36,12,6.35,0.3
"2415",7.2,0.2,0.36,2.5,0.028,22,157,0.9938,3.48,0.49,10.6,6.89,0.36
"2416",8.9,0.26,0.33,8.1,0.024,47,202,0.99558,3.13,0.46,10.8,6.83,0.33
"2417",7.5,0.25,0.32,8.2,0.024,53,209,0.99563,3.12,0.46,10.8,6.9,0.32
"2418",7.1,0.2,0.3,0.9,0.019,4,28,0.98931,3.2,0.36,12,6.15,0.3
"2419",6.3,0.27,0.46,11.1,0.053,44,177,0.99691,3.18,0.67,9.4,5.73,0.46
"2420",6.5,0.3,0.39,7.8,0.038,61,219,0.9959,3.19,0.5,9.4,6,0.39
"2421",6.7,0.3,0.29,2.8,0.025,37,107,0.99159,3.31,0.63,11.3,7.64,0.29
"2422",6.6,0.36,0.52,10.1,0.05,29,140,0.99628,3.07,0.4,9.4,5.84,0.52
"2423",6.15,0.21,0.37,3.2,0.021,20,80,0.99076,3.39,0.47,12,5.18,0.37
"2424",6.5,0.18,0.41,14.2,0.039,47,129,0.99678,3.28,0.72,10.3,7.71,0.41
"2425",6.5,0.18,0.41,14.2,0.039,47,129,0.99678,3.28,0.72,10.3,7.31,0.41
"2426",6.5,0.18,0.41,14.2,0.039,47,129,0.99678,3.28,0.72,10.3,7.34,0.41
"2427",6.6,0.26,0.21,2.9,0.026,48,126,0.99089,3.22,0.38,11.3,7.96,0.21
"2428",6.6,0.35,0.35,6,0.063,31,150,0.99537,3.1,0.47,9.4,6.09,0.35
"2429",6.5,0.28,0.28,20.4,0.041,40,144,1.0002,3.14,0.38,8.7,5.26,0.28
"2430",6.6,0.36,0.52,10.1,0.05,29,140,0.99628,3.07,0.4,9.4,5.71,0.52
"2431",6.6,0.26,0.21,2.9,0.026,48,126,0.99089,3.22,0.38,11.3,7.86,0.21
"2432",6.5,0.18,0.41,14.2,0.039,47,129,0.99678,3.28,0.72,10.3,7.84,0.41
"2433",6.15,0.21,0.37,3.2,0.021,20,80,0.99076,3.39,0.47,12,5.45,0.37
"2434",4.5,0.19,0.21,0.95,0.033,89,159,0.99332,3.34,0.42,8,5.9,0.21
"2435",8,0.24,0.26,1.7,0.033,36,136,0.99316,3.44,0.51,10.4,7.1,0.26
"2436",7.8,0.17,0.23,1.7,0.029,39,128,0.99272,3.37,0.41,10.7,7.45,0.23
"2437",7,0.24,0.24,9,0.03,42,219,0.99636,3.47,0.46,10.2,6.21,0.24
"2438",5.8,0.6,NA,1.3,0.044,72,197,0.99202,3.56,0.43,10.9,5.9,0
"2439",5.9,0.445,0.26,1.4,0.027,23,109,0.99148,3.3,0.36,10.5,6.1,0.26
"2440",6.7,0.28,0.28,2.4,0.012,36,100,0.99064,3.26,0.39,11.7,7.39,0.28
"2441",6.8,0.44,0.2,16,0.065,61,186,0.99884,3.13,0.45,8.6,5.21,0.2
"2442",7.2,0.24,0.27,11.4,0.034,40,174,0.99773,3.2,0.44,9,5.21,0.27
"2443",8.2,0.32,0.26,2.1,0.062,26,87,0.98974,3.1,0.47,12.8,6.05,0.26
"2444",7.2,0.24,0.27,11.4,0.034,40,174,0.99773,3.2,0.44,9,5.01,0.27
"2445",7.5,0.13,0.38,1.1,0.023,42,104,0.99112,3.28,0.53,11.8,6.64,0.38
"2446",9.2,0.14,0.37,1.1,0.034,36,84,0.99136,3.05,0.55,11.6,6.11,0.37
"2447",7.4,0.2,0.37,1.2,0.028,28,89,0.99132,3.14,0.61,11.8,6.51,0.37
"2448",6.1,0.15,0.35,15.8,0.042,55,158,0.99642,3.24,0.37,10.6,5.93,0.35
"2449",7.6,0.23,0.4,5.2,0.066,14,91,0.99488,3.17,0.8,9.7,5.91,0.4
"2450",8.1,0.33,0.22,5.2,0.047,24,151,0.99527,3.22,0.47,10.3,5.86,0.22
"2451",7.15,0.17,0.24,9.6,0.119,56,178,0.99578,3.15,0.44,10.2,6.17,0.24
"2452",6.7,0.12,0.3,5.2,0.048,38,113,0.99352,3.33,0.44,10.1,7.44,0.3
"2453",5.7,0.18,0.36,1.2,0.046,9,71,0.99199,3.7,0.68,10.9,7.59,0.36
"2454",5.8,0.15,0.28,0.8,0.037,43,127,0.99198,3.24,0.51,9.3,5.68,0.28
"2455",6.6,0.23,0.29,14.45,0.057,29,144,0.99756,3.33,0.54,10.2,6.1,0.29
"2456",7.15,0.17,0.24,9.6,0.119,56,178,0.99578,3.15,0.44,10.2,6.68,0.24
"2457",7,0.34,0.39,6.9,0.066,43,162,0.99561,3.11,0.53,9.5,5.39,0.39
"2458",6.4,0.68,0.26,3.4,0.069,25,146,0.99347,3.18,0.4,9.3,5.83,0.26
"2459",7.3,0.22,0.31,2.3,0.018,45,80,0.98936,3.06,0.34,12.9,7.88,0.31
"2460",6.4,0.28,0.27,11,0.042,45,148,0.99786,3.14,0.46,8.7,5.74,0.27
"2461",6.9,0.4,0.22,5.95,0.081,76,303,0.99705,3.4,0.57,9.4,5.95,0.22
"2462",6.8,0.19,0.23,5.1,0.034,71,204,0.9942,3.23,0.69,10.1,5.86,0.23
"2463",7.1,0.23,0.24,5.4,0.039,60,196,0.9948,3.19,0.78,10,4.1,0.24
"2464",6.45,0.14,0.42,1.2,0.05,51,129,0.99116,3.27,0.69,11.1,7.77,0.42
"2465",6.5,0.15,0.44,12.6,0.052,65,158,0.99688,3.26,0.7,10.3,7.57,0.44
"2466",7.1,0.15,0.34,1,0.033,27,73,0.98974,3.24,0.41,12.2,6.32,0.34
"2467",6.7,0.33,0.34,6.6,0.067,35,156,0.99542,3.11,0.48,9.3,6.67,0.34
"2468",7.2,0.3,0.26,1.5,0.041,46,178,0.99154,3.19,0.56,11.3,6.38,0.26
"2469",7,0.23,0.33,1,0.043,46,110,0.99118,3.04,0.65,10.8,6.13,0.33
"2470",6.2,0.21,0.34,6.6,0.03,36,91,0.9914,3.32,0.45,12.5,7.47,0.34
"2471",8.3,0.4,0.41,8.2,0.05,15,122,0.9979,3.39,0.49,9.3,5.04,0.41
"2472",5.9,0.34,0.31,2,0.03,38,142,0.98892,3.4,0.41,12.9,7.23,0.31
"2473",6.6,0.12,0.25,1.4,0.039,21,131,0.99114,3.2,0.45,11.2,7.79,0.25
"2474",9.6,0.655,0.21,2,0.039,21,120,0.99188,3,1,12.6,6.75,0.21
"2475",6.8,0.26,0.4,7.5,0.046,45,179,0.99583,3.2,0.49,9.3,5.51,0.4
"2476",5.9,0.34,0.31,2,0.03,38,142,0.98892,3.4,0.41,12.9,7.12,0.31
"2477",5.9,0.3,0.3,2,0.03,38,142,0.98892,3.41,0.41,12.9,7.38,0.3
"2478",7,0.15,0.3,13.3,0.049,46,120,0.99704,3.2,0.36,9.5,7.7,0.3
"2479",7.9,0.37,0.31,2.85,0.037,5,24,0.9911,3.19,0.36,11.9,6.12,0.31
"2480",7.6,0.1,0.33,1,0.031,33,93,0.99094,3.06,0.68,11.2,6.85,0.33
"2481",6.2,0.25,0.31,3.2,0.03,32,150,0.99014,3.18,0.31,12,6.19,0.31
"2482",7.1,0.31,0.17,1,0.042,21,144,0.99304,3.13,0.4,9.6,5.8,0.17
"2483",7.6,0.18,0.28,7.1,0.041,29,110,0.99652,3.2,0.42,9.2,6.31,0.28
"2484",8,0.17,0.29,2.4,0.029,52,119,0.98944,3.03,0.33,12.9,6.08,0.29
"2485",7.6,0.32,0.25,9.5,0.03,15,136,0.99367,3.1,0.44,12.1,6.78,0.25
"2486",7.1,0.31,0.17,1,0.042,21,144,0.99304,3.13,0.4,9.6,5.09,0.17
"2487",6.6,0.21,0.29,1.8,0.026,35,128,0.99183,3.37,0.48,11.2,6.41,0.29
"2488",7,0.16,0.36,2.6,0.029,28,98,0.99126,3.11,0.37,11.2,7.61,0.36
"2489",8,0.17,0.29,2.4,0.029,52,119,0.98944,3.03,0.33,12.9,6.72,0.29
"2490",6.6,0.24,0.38,8,0.042,56,187,0.99577,3.21,0.46,9.2,5.18,0.38
"2491",7.6,0.18,0.28,7.1,0.041,29,110,0.99652,3.2,0.42,9.2,6.67,0.28
"2492",6.9,0.3,0.25,3.3,0.041,26,124,0.99428,3.18,0.5,9.3,6.49,0.25
"2493",6.2,0.28,0.27,10.3,0.03,26,108,0.99388,3.2,0.36,10.7,6.55,0.27
"2494",6.9,0.31,0.32,1.2,0.024,20,166,0.99208,3.05,0.54,9.8,6.15,0.32
"2495",6.7,0.23,0.25,1.6,0.036,28,143,0.99256,3.3,0.54,10.3,6.02,0.25
"2496",6.2,0.28,0.27,10.3,0.03,26,108,0.99388,3.2,0.36,10.7,6.09,0.27
"2497",5.7,0.23,0.28,9.65,0.025,26,121,0.9925,3.28,0.38,11.3,6.79,0.28
"2498",6.5,0.22,0.5,16.4,0.048,36,182,0.99904,3.02,0.49,8.8,6.22,0.5
"2499",7,0.18,0.37,1.5,0.043,16,104,0.99216,3.18,0.5,10.8,5.79,0.37
"2500",6.9,0.31,0.32,1.2,0.024,20,166,0.99208,3.05,0.54,9.8,6.57,0.32
"2501",6.9,0.3,0.25,3.3,0.041,26,124,0.99428,3.18,0.5,9.3,6.71,0.25
"2502",6.5,0.46,0.31,5,0.027,15,72,0.99165,3.26,0.6,11.5,7.48,0.31
"2503",6.5,0.23,0.36,16.3,0.038,43,133,0.99924,3.26,0.41,8.8,5.3,0.36
"2504",6.5,0.23,0.36,16.3,0.038,43,133,0.99924,3.26,0.41,8.8,5.54,0.36
"2505",6.5,0.23,0.36,16.3,0.038,43,133,0.99924,3.26,0.41,8.8,5.67,0.36
"2506",6.6,0.26,0.38,6.5,0.17,68,201,0.9956,3.19,0.38,9.4,6.25,0.38
"2507",6.7,0.26,0.39,6.4,0.171,64,200,0.99562,3.19,0.38,9.4,6.57,0.39
"2508",7.5,0.28,0.39,10.2,0.045,59,209,0.9972,3.16,0.63,9.6,6.18,0.39
"2509",6.5,0.23,0.36,16.3,0.038,43,133,0.99924,3.26,0.41,8.8,5.42,0.36
"2510",6.8,0.23,0.42,7.4,0.044,56,189,0.9958,3.22,0.48,9.3,6.6,0.42
"2511",7.8,0.25,0.34,13.7,0.044,66,184,0.99976,3.22,0.75,8.9,5.59,0.34
"2512",7.8,0.25,0.34,13.7,0.044,66,184,0.99976,3.22,0.75,8.9,5.22,0.34
"2513",5.6,0.2,0.22,1.3,0.049,25,155,0.99296,3.74,0.43,10,5.03,0.22
"2514",6.4,0.21,0.44,7.4,0.045,47,182,0.9957,3.24,0.46,9.1,5.3,0.44
"2515",6.8,0.23,0.42,7.4,0.044,56,189,0.9958,3.22,0.48,9.3,6.71,0.42
"2516",6.8,0.24,0.37,7.45,0.043,59,188,0.99579,3.2,0.5,9.4,6.82,0.37
"2517",7.8,0.25,0.28,7.2,0.04,46,179,0.99541,3.14,0.6,10.1,6.94,0.28
"2518",7.8,0.25,0.34,13.7,0.044,66,184,0.99976,3.22,0.75,8.9,5.3,0.34
"2519",6.8,0.16,0.29,10.4,0.046,59,143,0.99518,3.2,0.4,10.8,6.01,0.29
"2520",5.2,0.28,0.29,1.1,0.028,18,69,0.99168,3.24,0.54,10,6.06,0.29
"2521",7.5,0.18,0.31,6.5,0.029,53,160,0.99276,3.03,0.38,10.9,6.05,0.31
"2522",7.5,0.26,0.3,4.6,0.027,29,92,0.99085,3.15,0.38,12,7.05,0.3
"2523",7.6,0.4,0.27,5.2,0.03,32,101,0.99172,3.22,0.62,12.3,7.87,0.27
"2524",7.5,0.26,0.25,1.7,0.038,29,129,0.99312,3.45,0.56,10.4,6.41,0.25
"2525",7.5,0.18,0.31,6.5,0.029,53,160,0.99276,3.03,0.38,10.9,6.27,0.31
"2526",6.9,0.23,0.32,16.4,0.045,62,153,0.9972,3.22,0.42,10.5,5.25,0.32
"2527",5.3,0.2,0.31,3.6,0.036,22,91,0.99278,3.41,0.5,9.8,6.2,0.31
"2528",6.5,0.17,0.31,1.5,0.041,34,121,0.99092,3.06,0.46,10.5,6.8,0.31
"2529",6.5,0.35,0.28,12.4,0.051,86,213,0.9962,3.16,0.51,9.9,6.36,0.28
"2530",6.5,0.29,0.31,1.7,0.035,24,79,0.99053,3.27,0.69,11.4,7.54,0.31
"2531",6.8,0.3,0.22,6.2,0.06,41,190,0.99858,3.18,0.51,9.2,5.92,0.22
"2532",7.9,0.51,0.36,6.2,0.051,30,173,0.9984,3.09,0.53,9.7,5.91,0.36
"2533",7.9,0.51,0.34,2.6,0.049,13,135,0.99335,3.09,0.51,10,5.54,0.34
"2534",6.5,0.29,0.31,1.7,0.035,24,79,0.99053,3.27,0.69,11.4,7.53,0.31
"2535",7.1,0.29,0.28,9.3,0.048,50,141,0.9949,3.13,0.49,10.3,6.3,0.28
"2536",6.5,0.35,0.28,12.4,0.051,86,213,0.9962,3.16,0.51,9.9,6.74,0.28
"2537",6.5,0.17,0.31,1.5,0.041,34,121,0.99092,3.06,0.46,10.5,6.08,0.31
"2538",7.4,0.2,0.28,9.1,0.047,29,95,0.99532,3.16,0.47,9.8,7.8,0.28
"2539",6.9,0.615,0.42,12,0.067,24,131,0.99727,3.19,0.34,9.3,5.13,0.42
"2540",6.8,0.32,0.28,4.8,0.034,25,100,0.99026,3.08,0.47,12.4,7.96,0.28
"2541",6.3,0.2,0.19,12.3,0.048,54,145,0.99668,3.16,0.42,9.3,6.62,0.19
"2542",6.9,0.615,0.42,12,0.067,24,131,0.99727,3.19,0.34,9.3,5.72,0.42
"2543",8,0.23,0.28,2.7,0.048,49,165,0.9952,3.26,0.72,9.5,6.12,0.28
"2544",6.7,0.27,0.33,3.6,0.034,9,45,0.99144,3.08,0.4,10.5,6.52,0.33
"2545",6.7,0.27,0.33,3.6,0.034,9,45,0.99144,3.08,0.4,10.5,6.7,0.33
"2546",6.7,0.44,0.22,4.3,0.032,19,99,0.99015,3.26,0.53,12.8,7.05,0.22
"2547",7.3,0.26,0.33,11.8,0.057,48,127,0.99693,3.1,0.55,10,6.34,0.33
"2548",5.8,0.17,0.34,1.8,0.045,96,170,0.99035,3.38,0.9,11.8,8.07,0.34
"2549",7.3,0.26,0.33,11.8,0.057,48,127,0.99693,3.1,0.55,10,6.46,0.33
"2550",5.8,0.17,0.34,1.8,0.045,96,170,0.99035,3.38,0.9,11.8,8.06,0.34
"2551",6.8,0.17,0.36,1.4,0.036,38,108,0.99006,3.19,0.66,12,6.74,0.36
"2552",7.1,0.43,0.3,6.6,0.025,15,138,0.99126,3.18,0.46,12.6,6.01,0.3
"2553",5.8,0.315,0.27,1.55,0.026,15,70,0.98994,3.37,0.4,11.9,8.04,0.27
"2554",5.9,0.17,0.28,0.7,0.027,5,28,0.98985,3.13,0.32,10.6,5.39,0.28
"2555",6.6,0.34,0.18,6.4,0.082,47,240,0.9971,3.42,0.48,9.2,5.13,0.18
"2556",8.6,0.33,0.34,11.8,0.059,42,240,0.99882,3.17,0.52,10,6.39,0.34
"2557",5.6,0.12,0.26,4.3,0.038,18,97,0.99477,3.36,0.46,9.2,5.86,0.26
"2558",5.8,0.13,0.26,5.1,0.039,19,103,0.99478,3.36,0.47,9.3,6,0.26
"2559",7.7,0.18,0.35,5.8,0.055,25,144,0.99576,3.24,0.54,10.2,6.83,0.35
"2560",7.7,0.16,0.36,5.9,0.054,25,148,0.99578,3.25,0.54,10.2,6.67,0.36
"2561",6,0.26,0.15,1.3,0.06,51,154,0.99354,3.14,0.51,8.7,5.11,0.15
"2562",7.3,0.32,0.35,1.4,0.05,8,163,0.99244,3.24,0.42,10.7,5.06,0.35
"2563",7.7,0.3,0.34,1.2,0.048,4,119,0.99084,3.18,0.34,12.1,6.24,0.34
"2564",7.9,0.16,0.3,7.4,0.05,58,152,0.99612,3.12,0.37,9.5,6.61,0.3
"2565",6.4,0.27,0.29,10.8,0.028,17,118,0.99356,3.18,0.37,11.2,6.47,0.29
"2566",7.9,0.16,0.3,7.4,0.05,58,152,0.99612,3.12,0.37,9.5,6.6,0.3
"2567",7.7,0.3,0.34,1.2,0.048,4,119,0.99084,3.18,0.34,12.1,6.16,0.34
"2568",7.3,0.32,0.35,1.4,0.05,8,163,0.99244,3.24,0.42,10.7,5.17,0.35
"2569",6.4,0.44,0.44,14.4,0.048,29,228,0.99955,3.26,0.54,8.8,7.06,0.44
"2570",6.3,0.2,0.24,1.7,0.052,36,135,0.99374,3.8,0.66,10.8,6.97,0.24
"2571",6.2,0.29,0.32,3.6,0.026,39,138,0.9892,3.31,0.37,13.1,7.72,0.32
"2572",7.6,0.39,0.32,3.6,0.035,22,93,0.99144,3.08,0.6,12.5,7,0.32
"2573",7,0.36,0.32,10.05,0.045,37,131,0.99352,3.09,0.33,11.7,8.95,0.32
"2574",7,0.36,0.32,10.05,0.045,37,131,0.99352,3.09,0.33,11.7,8.22,0.32
"2575",7,0.36,0.32,10.5,0.045,35,135,0.9935,3.09,0.33,11.6,8.9,0.32
"2576",7.6,0.2,0.36,1.9,0.043,24,111,0.99237,3.29,0.54,11.3,6.51,0.36
"2577",7.6,0.39,0.32,3.6,0.035,22,93,0.99144,3.08,0.6,12.5,7.01,0.32
"2578",6.7,0.2,0.37,1.65,0.025,42,103,0.99022,3.11,0.45,11.4,5.69,0.37
"2579",6.2,0.235,0.34,1.9,0.036,4,117,0.99032,3.4,0.44,12.2,5.5,0.34
"2580",7.8,0.965,0.6,65.8,0.074,8,160,1.03898,3.39,0.69,11.7,6.41,0.6
"2581",7.1,0.2,0.31,6.85,0.053,32,211,0.99587,3.31,0.59,10.4,6.17,0.31
"2582",7.1,0.2,0.31,7.4,0.053,32,211,0.99587,3.31,0.59,10.4,6.87,0.31
"2583",7.1,0.2,0.31,7.4,0.053,32,211,0.99587,3.31,0.59,10.4,6.64,0.31
"2584",6.4,0.24,0.25,20.2,0.083,35,157,0.99976,3.17,0.5,9.1,5.39,0.25
"2585",8,0.3,0.36,11,0.034,8,70,0.99354,3.05,0.41,12.2,6.5,0.36
"2586",6.4,0.24,0.25,20.2,0.083,35,157,0.99976,3.17,0.5,9.1,5.23,0.25
"2587",6.9,0.4,0.42,6.2,0.066,41,176,0.99552,3.12,0.54,9.4,5.02,0.42
"2588",6.9,0.4,0.43,6.2,0.065,42,178,0.99552,3.11,0.53,9.4,5.22,0.43
"2589",7.1,0.2,0.31,6.85,0.053,32,211,0.99587,3.31,0.59,10.4,6.74,0.31
"2590",6.6,0.25,0.51,8,0.047,61,189,0.99604,3.22,0.49,9.2,5.12,0.51
"2591",6.8,0.26,0.44,8.2,0.046,52,183,0.99584,3.2,0.51,9.4,5.82,0.44
"2592",6.5,0.37,0.3,2.2,0.033,39,107,0.98894,3.22,0.53,13.5,7.68,0.3
"2593",6.8,0.35,0.53,10.1,0.053,37,151,0.9963,3.07,0.4,9.4,5.11,0.53
"2594",6.4,0.22,0.32,7.2,0.028,15,83,0.993,3.13,0.55,10.9,8.5,0.32
"2595",6.5,0.37,0.3,2.2,0.033,39,107,0.98894,3.22,0.53,13.5,7.01,0.3
"2596",6.8,0.35,0.53,10.1,0.053,37,151,0.9963,3.07,0.4,9.4,5.48,0.53
"2597",6.9,0.31,0.32,1.6,0.036,34,114,0.99068,3.19,0.45,11.4,7.31,0.32
